Entity,Code,Date,Daily new confirmed cases of COVID-19 per million people,Daily new confirmed cases of COVID-19 per million people Annotations
Romania,ROU,2020-05-21,10.188,
Romania,ROU,2020-05-22,10.292,
Romania,ROU,2020-05-23,6.602,
Romania,ROU,2020-05-24,7.537,
Romania,ROU,2020-05-25,11.072,
Romania,ROU,2020-05-26,11.072,
Romania,ROU,2020-05-27,7.589,
Romania,ROU,2020-05-28,8.577,
Romania,ROU,2020-05-29,10.24,
Romania,ROU,2020-05-30,9.928,
Romania,ROU,2020-05-31,7.849,
Romania,ROU,2020-06-01,6.446,
Romania,ROU,2020-06-02,7.329,
Romania,ROU,2020-06-03,6.186,
Romania,ROU,2020-06-04,7.901,
Romania,ROU,2020-06-05,12.372,
Romania,ROU,2020-06-06,10.188,
Romania,ROU,2020-06-07,9.721,
Romania,ROU,2020-06-08,9.824,
Romania,ROU,2020-06-09,6.498,
Romania,ROU,2020-06-10,7.537,
Romania,ROU,2020-06-11,10.188,
Romania,ROU,2020-06-12,12.32,
Romania,ROU,2020-06-13,11.54,
Romania,ROU,2020-06-14,14.295,
Romania,ROU,2020-06-15,16.634,
Romania,ROU,2020-06-16,8.629,
Romania,ROU,2020-06-17,12.995,
Romania,ROU,2020-06-18,17.934,
Romania,ROU,2020-06-19,16.634,
Romania,ROU,2020-06-20,16.634,
Romania,ROU,2020-06-21,17.154,
Romania,ROU,2020-06-22,16.374,
Romania,ROU,2020-06-23,12.787,
Romania,ROU,2020-06-24,11.124,
Romania,ROU,2020-06-25,16.686,
Romania,ROU,2020-06-26,23.911,
Romania,ROU,2020-06-27,21.364,
Romania,ROU,2020-06-28,16.894,
Romania,ROU,2020-06-29,15.127,
Romania,ROU,2020-06-30,13.983,
Romania,ROU,2020-07-01,20.169,
Romania,ROU,2020-07-02,16.946,
Romania,ROU,2020-07-03,23.392,
Romania,ROU,2020-07-04,21.832,
Romania,ROU,2020-07-05,21.624,
Romania,ROU,2020-07-06,20.325,
Romania,ROU,2020-07-07,12.995,
Romania,ROU,2020-07-08,20.637,
Romania,ROU,2020-07-09,28.85,
Romania,ROU,2020-07-10,31.917,
Romania,ROU,2020-07-11,30.773,
Romania,ROU,2020-07-12,36.283,
Romania,ROU,2020-07-13,23.703,
Romania,ROU,2020-07-14,21.468,
Romania,ROU,2020-07-15,33.112,
Romania,ROU,2020-07-16,33.32,
Romania,ROU,2020-07-17,40.389,
Romania,ROU,2020-07-18,41.533,
Romania,ROU,2020-07-19,46.211,
Romania,ROU,2020-07-20,39.87,
Romania,ROU,2020-07-21,35.399,
Romania,ROU,2020-07-22,51.669,
Romania,ROU,2020-07-23,53.541,
Romania,ROU,2020-07-24,57.803,
Romania,ROU,2020-07-25,58.167,
Romania,ROU,2020-07-26,66.744,
Romania,ROU,2020-07-27,58.219,
Romania,ROU,2020-07-28,57.387,
Romania,ROU,2020-07-29,59.83,
Romania,ROU,2020-07-30,61.442,
Romania,ROU,2020-07-31,70.487,
Romania,ROU,2020-08-01,67.316,
Romania,ROU,2020-08-02,63.677,
Romania,ROU,2020-08-03,55.88,
Romania,ROU,2020-08-04,42.781,
Romania,ROU,2020-08-05,64.041,
Romania,ROU,2020-08-06,68.044,
Romania,ROU,2020-08-07,69.915,
Romania,ROU,2020-08-08,71.63,
Romania,ROU,2020-08-09,70.175,
Romania,ROU,2020-08-10,59.519,
Romania,ROU,2020-08-11,40.493,
Romania,ROU,2020-08-12,63.157,
Romania,ROU,2020-08-13,73.554,
Romania,ROU,2020-08-14,75.581,
Romania,ROU,2020-08-15,73.554,
Romania,ROU,2020-08-16,69.031,
Romania,ROU,2020-08-17,56.504,
Romania,ROU,2020-08-18,38.102,
Romania,ROU,2020-08-19,52.709,
Romania,ROU,2020-08-20,73.242,
Romania,ROU,2020-08-21,69.967,
Romania,ROU,2020-08-22,72.358,
Romania,ROU,2020-08-23,61.806,
Romania,ROU,2020-08-24,50.994,
Romania,ROU,2020-08-25,41.845,
Romania,ROU,2020-08-26,55.1,
Romania,ROU,2020-08-27,65.289,
Romania,ROU,2020-08-28,78.18,
Romania,ROU,2020-08-29,68.511,
Romania,ROU,2020-08-30,70.954,
Romania,ROU,2020-08-31,49.486,
Romania,ROU,2020-09-01,39.246,
Romania,ROU,2020-09-02,54.736,
Romania,ROU,2020-09-03,67.472,
Romania,ROU,2020-09-04,70.954,
Romania,ROU,2020-09-05,69.603,
Romania,ROU,2020-09-06,65.964,
Romania,ROU,2020-09-07,59.779,
Romania,ROU,2020-09-08,45.9,
Romania,ROU,2020-09-09,59.051,
Romania,ROU,2020-09-10,66.068,
Romania,ROU,2020-09-11,71.734,
Romania,ROU,2020-09-12,72.306,
Romania,ROU,2020-09-13,68.148,
Romania,ROU,2020-09-14,57.647,
Romania,ROU,2020-09-15,35.971,
Russia,RUS,2019-12-31,0,
Russia,RUS,2020-01-01,0,
Russia,RUS,2020-01-02,0,
Russia,RUS,2020-01-03,0,
Russia,RUS,2020-01-04,0,
Russia,RUS,2020-01-05,0,
Russia,RUS,2020-01-06,0,
Russia,RUS,2020-01-07,0,
Russia,RUS,2020-01-08,0,
Russia,RUS,2020-01-09,0,
Russia,RUS,2020-01-10,0,
Russia,RUS,2020-01-11,0,
Russia,RUS,2020-01-12,0,
Russia,RUS,2020-01-13,0,
Russia,RUS,2020-01-14,0,
Russia,RUS,2020-01-15,0,
Russia,RUS,2020-01-16,0,
Russia,RUS,2020-01-17,0,
Russia,RUS,2020-01-18,0,
Russia,RUS,2020-01-19,0,
Russia,RUS,2020-01-20,0,
Russia,RUS,2020-01-21,0,
Russia,RUS,2020-01-22,0,
Russia,RUS,2020-01-23,0,
Russia,RUS,2020-01-24,0,
Russia,RUS,2020-01-25,0,
Russia,RUS,2020-01-26,0,
Russia,RUS,2020-01-27,0,
Russia,RUS,2020-01-28,0,
Russia,RUS,2020-01-29,0,
Russia,RUS,2020-01-30,0,
Russia,RUS,2020-01-31,0,
Russia,RUS,2020-02-01,0.014,
Russia,RUS,2020-02-02,0,
Russia,RUS,2020-02-03,0,
Russia,RUS,2020-02-04,0,
Russia,RUS,2020-02-05,0,
Russia,RUS,2020-02-06,0,
Russia,RUS,2020-02-07,0,
Russia,RUS,2020-02-08,0,
Russia,RUS,2020-02-09,0,
Russia,RUS,2020-02-10,0,
Russia,RUS,2020-02-11,0,
Russia,RUS,2020-02-12,0,
Russia,RUS,2020-02-13,0,
Russia,RUS,2020-02-14,0,
Russia,RUS,2020-02-15,0,
Russia,RUS,2020-02-16,0,
Russia,RUS,2020-02-17,0,
Russia,RUS,2020-02-18,0,
Russia,RUS,2020-02-19,0,
Russia,RUS,2020-02-20,0,
Russia,RUS,2020-02-21,0,
Russia,RUS,2020-02-22,0,
Russia,RUS,2020-02-23,0,
Russia,RUS,2020-02-24,0,
Russia,RUS,2020-02-25,0,
Russia,RUS,2020-02-26,0,
Russia,RUS,2020-02-27,0,
Russia,RUS,2020-02-28,0,
Russia,RUS,2020-02-29,0,
Russia,RUS,2020-03-01,0,
Russia,RUS,2020-03-02,0,
Russia,RUS,2020-03-03,0.007,
Russia,RUS,2020-03-04,0.007,
Russia,RUS,2020-03-05,0,
Russia,RUS,2020-03-06,0,
Russia,RUS,2020-03-07,0.041,
Russia,RUS,2020-03-08,0,
Russia,RUS,2020-03-09,0,
Russia,RUS,2020-03-10,0,
Russia,RUS,2020-03-11,0,
Russia,RUS,2020-03-12,0.103,
Russia,RUS,2020-03-13,0.034,
Russia,RUS,2020-03-14,0.103,
Russia,RUS,2020-03-15,0.096,
Russia,RUS,2020-03-16,0.027,
Russia,RUS,2020-03-17,0.206,
Russia,RUS,2020-03-18,0.144,
Russia,RUS,2020-03-19,0.226,
Russia,RUS,2020-03-20,0.356,
Russia,RUS,2020-03-21,0.37,
Russia,RUS,2020-03-22,0.363,
Russia,RUS,2020-03-23,0.905,
Russia,RUS,2020-03-24,0,
Russia,RUS,2020-03-25,0.391,
Russia,RUS,2020-03-26,1.117,
Russia,RUS,2020-03-27,1.247,
Russia,RUS,2020-03-28,1.343,
Russia,RUS,2020-03-29,1.562,
Russia,RUS,2020-03-30,1.85,
Russia,RUS,2020-03-31,2.069,
Russia,RUS,2020-04-01,3.433,
Russia,RUS,2020-04-02,3.015,
Russia,RUS,2020-04-03,5.283,
Russia,RUS,2020-04-04,4.118,
Russia,RUS,2020-04-05,3.988,
Russia,RUS,2020-04-06,4.509,
Russia,RUS,2020-04-07,6.537,
Russia,RUS,2020-04-08,7.908,
Russia,RUS,2020-04-09,8.052,
Russia,RUS,2020-04-10,9.998,
Russia,RUS,2020-04-11,12.238,
Russia,RUS,2020-04-12,11.423,
Russia,RUS,2020-04-13,14.979,
Russia,RUS,2020-04-14,17.528,
Russia,RUS,2020-04-15,19.009,
Russia,RUS,2020-04-16,23.216,
Russia,RUS,2020-04-17,23.627,
Russia,RUS,2020-04-18,27.889,
Russia,RUS,2020-04-19,32.789,
Russia,RUS,2020-04-20,41.525,
Russia,RUS,2020-04-21,29.246,
Russia,RUS,2020-04-22,38.661,
Russia,RUS,2020-04-23,35.879,
Russia,RUS,2020-04-24,32.713,
Russia,RUS,2020-04-25,40.08,
Russia,RUS,2020-04-26,40.881,
Russia,RUS,2020-04-27,43.588,
Russia,RUS,2020-04-28,42.471,
Russia,RUS,2020-04-29,43.931,
Russia,RUS,2020-04-30,40.025,
Russia,RUS,2020-05-01,48.645,
Russia,RUS,2020-05-02,54.36,
Russia,RUS,2020-05-03,65.941,
Russia,RUS,2020-05-04,72.861,
Russia,RUS,2020-05-05,72.505,
Russia,RUS,2020-05-06,69.223,
Russia,RUS,2020-05-07,72.354,
Russia,RUS,2020-05-08,76.959,
Russia,RUS,2020-05-09,73.314,
Russia,RUS,2020-05-10,74.122,
Russia,RUS,2020-05-11,75.459,
Russia,RUS,2020-05-12,79.871,
Russia,RUS,2020-05-13,74.684,
Russia,RUS,2020-05-14,68.716,
Russia,RUS,2020-05-15,68.346,
Russia,RUS,2020-05-16,72.622,
Russia,RUS,2020-05-17,63.042,
Russia,RUS,2020-05-18,66.53,
Russia,RUS,2020-05-19,61.164,
Russia,RUS,2020-05-20,63.474,
Russia,RUS,2020-05-21,60.054,
Russia,RUS,2020-05-22,60.637,
Russia,RUS,2020-05-23,60.945,
Russia,RUS,2020-05-24,64.645,
Russia,RUS,2020-05-25,58.924,
Russia,RUS,2020-05-26,61.301,
Russia,RUS,2020-05-27,61.089,
Russia,RUS,2020-05-28,57.135,
Russia,RUS,2020-05-29,57.361,
Russia,RUS,2020-05-30,58.739,
Russia,RUS,2020-05-31,61.343,
Russia,RUS,2020-06-01,63.508,
Russia,RUS,2020-06-02,61.911,
Russia,RUS,2020-06-03,60.733,
Russia,RUS,2020-06-04,58.492,
Russia,RUS,2020-06-05,60.513,
Russia,RUS,2020-06-06,59.794,
Russia,RUS,2020-06-07,60.678,
Russia,RUS,2020-06-08,61.562,
Russia,RUS,2020-06-09,61.569,
Russia,RUS,2020-06-10,58.896,
Russia,RUS,2020-06-11,57.587,
Russia,RUS,2020-06-12,60.157,
Russia,RUS,2020-06-13,61.582,
Russia,RUS,2020-06-14,59.657,
Russia,RUS,2020-06-15,60.541,
Russia,RUS,2020-06-16,56.505,
Russia,RUS,2020-06-17,56.519,
Russia,RUS,2020-06-18,53.743,
Russia,RUS,2020-06-19,53.38,
Russia,RUS,2020-06-20,54.627,
Russia,RUS,2020-06-21,54.059,
Russia,RUS,2020-06-22,52.955,
Russia,RUS,2020-06-23,52.078,
Russia,RUS,2020-06-24,50.879,
Russia,RUS,2020-06-25,49.173,
Russia,RUS,2020-06-26,48.741,
Russia,RUS,2020-06-27,46.596,
Russia,RUS,2020-06-28,46.953,
Russia,RUS,2020-06-29,46.535,
Russia,RUS,2020-06-30,46.041,
Russia,RUS,2020-07-01,45.863,
Russia,RUS,2020-07-02,44.924,
Russia,RUS,2020-07-03,46.322,
Russia,RUS,2020-07-04,46.034,
Russia,RUS,2020-07-05,45.445,
Russia,RUS,2020-07-06,46.158,
Russia,RUS,2020-07-07,45.301,
Russia,RUS,2020-07-08,43.636,
Russia,RUS,2020-07-09,44.965,
Russia,RUS,2020-07-10,44.602,
Russia,RUS,2020-07-11,45.466,
Russia,RUS,2020-07-12,45.301,
Russia,RUS,2020-07-13,45.329,
Russia,RUS,2020-07-14,44.794,
Russia,RUS,2020-07-15,42.814,
Russia,RUS,2020-07-16,44.006,
Russia,RUS,2020-07-17,44.047,
Russia,RUS,2020-07-18,86.614,
Russia,RUS,2020-07-19,41.861,
Russia,RUS,2020-07-20,0,
Russia,RUS,2020-07-21,40.703,
Russia,RUS,2020-07-22,40.032,
Russia,RUS,2020-07-23,40.169,
Russia,RUS,2020-07-24,40.073,
Russia,RUS,2020-07-25,39.819,
Russia,RUS,2020-07-26,40.23,
Russia,RUS,2020-07-27,39.504,
Russia,RUS,2020-07-28,38.613,
Russia,RUS,2020-07-29,36.969,
Russia,RUS,2020-07-30,37.517,
Russia,RUS,2020-07-31,37.75,
Russia,RUS,2020-08-01,37.565,
Russia,RUS,2020-08-02,37.428,
Russia,RUS,2020-08-03,37.188,
Russia,RUS,2020-08-04,36.962,
Russia,RUS,2020-08-05,35.351,
Russia,RUS,2020-08-06,40.566,
Russia,RUS,2020-08-07,31.185,
Russia,RUS,2020-08-08,35.913,
Russia,RUS,2020-08-09,35.715,
Russia,RUS,2020-08-10,35.557,
Russia,RUS,2020-08-11,35.071,
Russia,RUS,2020-08-12,33.885,
Russia,RUS,2020-08-13,34.961,
Russia,RUS,2020-08-14,34.653,
Russia,RUS,2020-08-15,34.707,
Russia,RUS,2020-08-16,34.68,
Russia,RUS,2020-08-17,34.05,
Russia,RUS,2020-08-18,33.522,
Russia,RUS,2020-08-19,32.535,
Russia,RUS,2020-08-20,33.083,
Russia,RUS,2020-08-21,32.789,
Russia,RUS,2020-08-22,33.371,
Russia,RUS,2020-08-23,33.721,
Russia,RUS,2020-08-24,33.248,
Russia,RUS,2020-08-25,32.508,
Russia,RUS,2020-08-26,32.179,
Russia,RUS,2020-08-27,32.042,
Russia,RUS,2020-08-28,32.282,
Russia,RUS,2020-08-29,33.09,
Russia,RUS,2020-08-30,33.858,
Russia,RUS,2020-08-31,34.125,
Russia,RUS,2020-09-01,34.214,
Russia,RUS,2020-09-02,32.405,
Russia,RUS,2020-09-03,33.933,
Russia,RUS,2020-09-04,34.228,
Russia,RUS,2020-09-05,35.016,
Russia,RUS,2020-09-06,35.667,
Russia,RUS,2020-09-07,35.598,
Russia,RUS,2020-09-08,35.53,
Russia,RUS,2020-09-09,34.94,
Russia,RUS,2020-09-10,0,
Russia,RUS,2020-09-11,72.505,
Russia,RUS,2020-09-12,37.716,
Russia,RUS,2020-09-13,37.606,
Russia,RUS,2020-09-14,37.339,
Russia,RUS,2020-09-15,37.75,
Rwanda,RWA,2020-03-15,0.077,
Rwanda,RWA,2020-03-16,0.309,
Rwanda,RWA,2020-03-17,0,
Rwanda,RWA,2020-03-18,0.154,
Rwanda,RWA,2020-03-19,0.309,
Rwanda,RWA,2020-03-20,0,
Rwanda,RWA,2020-03-21,0.463,
Rwanda,RWA,2020-03-22,0,
Rwanda,RWA,2020-03-23,0.154,
Rwanda,RWA,2020-03-24,1.313,
Rwanda,RWA,2020-03-25,0.309,
Rwanda,RWA,2020-03-26,0.077,
Rwanda,RWA,2020-03-27,0.695,
Rwanda,RWA,2020-03-28,0.309,
Rwanda,RWA,2020-03-29,0.463,
Rwanda,RWA,2020-03-30,0.772,
Rwanda,RWA,2020-03-31,0,
Rwanda,RWA,2020-04-01,0.386,
Rwanda,RWA,2020-04-02,0.54,
Rwanda,RWA,2020-04-03,0,
Rwanda,RWA,2020-04-04,0.54,
Rwanda,RWA,2020-04-05,1.004,
Rwanda,RWA,2020-04-06,0.154,
Rwanda,RWA,2020-04-07,0.077,
Rwanda,RWA,2020-04-08,0,
Rwanda,RWA,2020-04-09,0.386,
Rwanda,RWA,2020-04-10,0.232,
Rwanda,RWA,2020-04-11,0.386,
Rwanda,RWA,2020-04-12,0.154,
Rwanda,RWA,2020-04-13,0.463,
Rwanda,RWA,2020-04-14,0.077,
Rwanda,RWA,2020-04-15,0.54,
Rwanda,RWA,2020-04-16,0.154,
Rwanda,RWA,2020-04-17,0.154,
Rwanda,RWA,2020-04-18,0.386,
Rwanda,RWA,2020-04-19,0.077,
Rwanda,RWA,2020-04-20,0.232,
Rwanda,RWA,2020-04-21,0,
Rwanda,RWA,2020-04-22,0.232,
Rwanda,RWA,2020-04-23,0.232,
Rwanda,RWA,2020-04-24,0.077,
Rwanda,RWA,2020-04-25,1.699,
Rwanda,RWA,2020-04-26,0.54,
Rwanda,RWA,2020-04-27,0.618,
Rwanda,RWA,2020-04-28,1.235,
Rwanda,RWA,2020-04-29,0.386,
Rwanda,RWA,2020-04-30,1.004,
Rwanda,RWA,2020-05-01,1.39,
Rwanda,RWA,2020-05-02,0.463,
Rwanda,RWA,2020-05-03,0.463,
Rwanda,RWA,2020-05-04,0.309,
Rwanda,RWA,2020-05-05,0.154,
Rwanda,RWA,2020-05-06,0,
Rwanda,RWA,2020-05-07,0.54,
Rwanda,RWA,2020-05-08,0.232,
Rwanda,RWA,2020-05-09,0.154,
Rwanda,RWA,2020-05-10,0.54,
Rwanda,RWA,2020-05-11,0.309,
Rwanda,RWA,2020-05-12,0.077,
Rwanda,RWA,2020-05-13,0.077,
Rwanda,RWA,2020-05-14,0.077,
Rwanda,RWA,2020-05-15,0,
Rwanda,RWA,2020-05-16,0,
Rwanda,RWA,2020-05-17,0.154,
Rwanda,RWA,2020-05-18,0.232,
Rwanda,RWA,2020-05-19,0.386,
Rwanda,RWA,2020-05-20,0.849,
Rwanda,RWA,2020-05-21,0.463,
Rwanda,RWA,2020-05-22,0.463,
Rwanda,RWA,2020-05-23,0.077,
Rwanda,RWA,2020-05-24,0.309,
Rwanda,RWA,2020-05-25,0.154,
Rwanda,RWA,2020-05-26,0.695,
Rwanda,RWA,2020-05-27,0.232,
Rwanda,RWA,2020-05-28,0.54,
Rwanda,RWA,2020-05-29,0.232,
Rwanda,RWA,2020-05-30,0.463,
Rwanda,RWA,2020-05-31,0.309,
Rwanda,RWA,2020-06-01,0.849,
Rwanda,RWA,2020-06-02,0.54,
Rwanda,RWA,2020-06-03,0.54,
Rwanda,RWA,2020-06-04,1.004,
Rwanda,RWA,2020-06-05,1.004,
Rwanda,RWA,2020-06-06,0.772,
Rwanda,RWA,2020-06-07,0.849,
Rwanda,RWA,2020-06-08,0.618,
Rwanda,RWA,2020-06-09,0.926,
Rwanda,RWA,2020-06-10,0.926,
Rwanda,RWA,2020-06-11,1.004,
Rwanda,RWA,2020-06-12,1.39,
Rwanda,RWA,2020-06-13,1.235,
Rwanda,RWA,2020-06-14,2.393,
Rwanda,RWA,2020-06-15,3.165,
Rwanda,RWA,2020-06-16,2.316,
Rwanda,RWA,2020-06-17,1.853,
Rwanda,RWA,2020-06-18,0.232,
Rwanda,RWA,2020-06-19,0.54,
Rwanda,RWA,2020-06-20,1.158,
Rwanda,RWA,2020-06-21,3.165,
Rwanda,RWA,2020-06-22,2.007,
Rwanda,RWA,2020-06-23,4.555,
Rwanda,RWA,2020-06-24,0.849,
Rwanda,RWA,2020-06-25,2.471,
Rwanda,RWA,2020-06-26,1.544,
Rwanda,RWA,2020-06-27,0.618,
Rwanda,RWA,2020-06-28,1.544,
Rwanda,RWA,2020-06-29,1.699,
Rwanda,RWA,2020-06-30,7.798,
Rwanda,RWA,2020-07-01,1.853,
Rwanda,RWA,2020-07-02,1.313,
Rwanda,RWA,2020-07-03,1.621,
Rwanda,RWA,2020-07-04,1.39,
Rwanda,RWA,2020-07-05,0.849,
Rwanda,RWA,2020-07-06,1.004,
Rwanda,RWA,2020-07-07,0.618,
Rwanda,RWA,2020-07-08,4.555,
Rwanda,RWA,2020-07-09,1.699,
Rwanda,RWA,2020-07-10,1.235,
Rwanda,RWA,2020-07-11,3.243,
Rwanda,RWA,2020-07-12,3.629,
Rwanda,RWA,2020-07-13,2.934,
Rwanda,RWA,2020-07-14,3.165,
Rwanda,RWA,2020-07-15,2.934,
Rwanda,RWA,2020-07-16,1.467,
Rwanda,RWA,2020-07-17,2.934,
Rwanda,RWA,2020-07-18,0.926,
Rwanda,RWA,2020-07-19,4.169,
Rwanda,RWA,2020-07-20,3.32,
Rwanda,RWA,2020-07-21,3.629,
Rwanda,RWA,2020-07-22,2.007,
Rwanda,RWA,2020-07-23,2.625,
Rwanda,RWA,2020-07-24,1.621,
Rwanda,RWA,2020-07-25,1.467,
Rwanda,RWA,2020-07-26,1.776,
Rwanda,RWA,2020-07-27,5.327,
Rwanda,RWA,2020-07-28,4.478,
Rwanda,RWA,2020-07-29,3.629,
Rwanda,RWA,2020-07-30,0.772,
Rwanda,RWA,2020-07-31,4.478,
Rwanda,RWA,2020-08-01,2.162,
Rwanda,RWA,2020-08-02,1.544,
Rwanda,RWA,2020-08-03,1.544,
Rwanda,RWA,2020-08-04,2.316,
Rwanda,RWA,2020-08-05,0.54,
Rwanda,RWA,2020-08-06,0.386,
Rwanda,RWA,2020-08-07,0.54,
Rwanda,RWA,2020-08-08,1.313,
Rwanda,RWA,2020-08-09,0.463,
Rwanda,RWA,2020-08-10,0.463,
Rwanda,RWA,2020-08-11,0.926,
Rwanda,RWA,2020-08-12,1.467,
Rwanda,RWA,2020-08-13,1.39,
Rwanda,RWA,2020-08-14,0.849,
Rwanda,RWA,2020-08-15,7.18,
Rwanda,RWA,2020-08-16,4.555,
Rwanda,RWA,2020-08-17,7.798,
Rwanda,RWA,2020-08-18,6.717,
Rwanda,RWA,2020-08-19,2.857,
Rwanda,RWA,2020-08-20,5.173,
Rwanda,RWA,2020-08-21,5.636,
Rwanda,RWA,2020-08-22,4.864,
Rwanda,RWA,2020-08-23,8.416,
Rwanda,RWA,2020-08-24,15.441,
Rwanda,RWA,2020-08-25,16.754,
Rwanda,RWA,2020-08-26,17.835,
Rwanda,RWA,2020-08-27,6.794,
Rwanda,RWA,2020-08-28,3.629,
Rwanda,RWA,2020-08-29,5.404,
Rwanda,RWA,2020-08-30,7.798,
Rwanda,RWA,2020-08-31,13.666,
Rwanda,RWA,2020-09-01,3.32,
Rwanda,RWA,2020-09-02,6.099,
Rwanda,RWA,2020-09-03,5.868,
Rwanda,RWA,2020-09-04,2.857,
Rwanda,RWA,2020-09-05,3.783,
Rwanda,RWA,2020-09-06,3.474,
Rwanda,RWA,2020-09-07,1.93,
Rwanda,RWA,2020-09-08,2.702,
Rwanda,RWA,2020-09-09,2.316,
Rwanda,RWA,2020-09-10,1.621,
Rwanda,RWA,2020-09-11,1.467,
Rwanda,RWA,2020-09-12,4.246,
Rwanda,RWA,2020-09-13,2.393,
Rwanda,RWA,2020-09-14,2.007,
Rwanda,RWA,2020-09-15,0.849,
Saint Kitts and Nevis,KNA,2020-03-26,37.6,
Saint Kitts and Nevis,KNA,2020-03-27,0,
Saint Kitts and Nevis,KNA,2020-03-28,0,
Saint Kitts and Nevis,KNA,2020-03-29,0,
Saint Kitts and Nevis,KNA,2020-03-30,93.999,
Saint Kitts and Nevis,KNA,2020-03-31,0,
Saint Kitts and Nevis,KNA,2020-04-01,18.8,
Saint Kitts and Nevis,KNA,2020-04-02,0,
Saint Kitts and Nevis,KNA,2020-04-03,0,
Saint Kitts and Nevis,KNA,2020-04-04,18.8,
Saint Kitts and Nevis,KNA,2020-04-05,18.8,
Saint Kitts and Nevis,KNA,2020-04-06,0,
Saint Kitts and Nevis,KNA,2020-04-07,18.8,
Saint Kitts and Nevis,KNA,2020-04-08,0,
Saint Kitts and Nevis,KNA,2020-04-09,0,
Saint Kitts and Nevis,KNA,2020-04-10,0,
Saint Kitts and Nevis,KNA,2020-04-11,18.8,
Saint Kitts and Nevis,KNA,2020-04-12,0,
Saint Kitts and Nevis,KNA,2020-04-13,0,
Saint Kitts and Nevis,KNA,2020-04-14,0,
Saint Kitts and Nevis,KNA,2020-04-15,37.6,
Saint Kitts and Nevis,KNA,2020-04-16,0,
Saint Kitts and Nevis,KNA,2020-04-17,0,
Saint Kitts and Nevis,KNA,2020-04-18,0,
Saint Kitts and Nevis,KNA,2020-04-19,0,
Saint Kitts and Nevis,KNA,2020-04-20,18.8,
Saint Kitts and Nevis,KNA,2020-04-21,0,
Saint Kitts and Nevis,KNA,2020-04-22,0,
Saint Kitts and Nevis,KNA,2020-04-23,0,
Saint Kitts and Nevis,KNA,2020-04-24,0,
Saint Kitts and Nevis,KNA,2020-04-25,0,
Saint Kitts and Nevis,KNA,2020-04-26,0,
Saint Kitts and Nevis,KNA,2020-04-27,0,
Saint Kitts and Nevis,KNA,2020-04-28,0,
Saint Kitts and Nevis,KNA,2020-04-29,0,
Saint Kitts and Nevis,KNA,2020-04-30,0,
Saint Kitts and Nevis,KNA,2020-05-01,0,
Saint Kitts and Nevis,KNA,2020-05-02,0,
Saint Kitts and Nevis,KNA,2020-05-03,0,
Saint Kitts and Nevis,KNA,2020-05-04,0,
Saint Kitts and Nevis,KNA,2020-05-05,0,
Saint Kitts and Nevis,KNA,2020-05-06,0,
Saint Kitts and Nevis,KNA,2020-05-07,0,
Saint Kitts and Nevis,KNA,2020-05-08,0,
Saint Kitts and Nevis,KNA,2020-05-09,0,
Saint Kitts and Nevis,KNA,2020-05-10,0,
Saint Kitts and Nevis,KNA,2020-05-11,0,
Saint Kitts and Nevis,KNA,2020-05-12,0,
Saint Kitts and Nevis,KNA,2020-05-13,0,
Saint Kitts and Nevis,KNA,2020-05-14,0,
Saint Kitts and Nevis,KNA,2020-05-15,0,
Saint Kitts and Nevis,KNA,2020-05-16,0,
Saint Kitts and Nevis,KNA,2020-05-17,0,
Saint Kitts and Nevis,KNA,2020-05-18,0,
Saint Kitts and Nevis,KNA,2020-05-19,0,
Saint Kitts and Nevis,KNA,2020-05-20,0,
Saint Kitts and Nevis,KNA,2020-05-21,0,
Saint Kitts and Nevis,KNA,2020-05-22,0,
Saint Kitts and Nevis,KNA,2020-05-23,0,
Saint Kitts and Nevis,KNA,2020-05-24,0,
Saint Kitts and Nevis,KNA,2020-05-25,0,
Saint Kitts and Nevis,KNA,2020-05-26,0,
Saint Kitts and Nevis,KNA,2020-05-27,0,
Saint Kitts and Nevis,KNA,2020-05-28,0,
Saint Kitts and Nevis,KNA,2020-05-29,0,
Saint Kitts and Nevis,KNA,2020-05-30,0,
Saint Kitts and Nevis,KNA,2020-05-31,0,
Saint Kitts and Nevis,KNA,2020-06-01,0,
Saint Kitts and Nevis,KNA,2020-06-02,0,
Saint Kitts and Nevis,KNA,2020-06-03,0,
Saint Kitts and Nevis,KNA,2020-06-04,0,
Saint Kitts and Nevis,KNA,2020-06-05,0,
Saint Kitts and Nevis,KNA,2020-06-06,0,
Saint Kitts and Nevis,KNA,2020-06-07,0,
Saint Kitts and Nevis,KNA,2020-06-08,0,
Saint Kitts and Nevis,KNA,2020-06-09,0,
Saint Kitts and Nevis,KNA,2020-06-10,0,
Saint Kitts and Nevis,KNA,2020-06-11,0,
Saint Kitts and Nevis,KNA,2020-06-12,0,
Saint Kitts and Nevis,KNA,2020-06-13,0,
Saint Kitts and Nevis,KNA,2020-06-14,0,
Saint Kitts and Nevis,KNA,2020-06-15,0,
Saint Kitts and Nevis,KNA,2020-06-16,0,
Saint Kitts and Nevis,KNA,2020-06-17,0,
Saint Kitts and Nevis,KNA,2020-06-18,0,
Saint Kitts and Nevis,KNA,2020-06-19,0,
Saint Kitts and Nevis,KNA,2020-06-20,0,
Saint Kitts and Nevis,KNA,2020-06-21,0,
Saint Kitts and Nevis,KNA,2020-06-22,0,
Saint Kitts and Nevis,KNA,2020-06-23,0,
Saint Kitts and Nevis,KNA,2020-06-24,0,
